2025-03-07 16:07:42,045 INFO    Thread-92 (_run_job):26212 [wandb_setup.py:_flush():67] Current SDK version is 0.19.7
2025-03-07 16:07:42,046 INFO    Thread-92 (_run_job):26212 [wandb_setup.py:_flush():67] Configure stats pid to 26212
2025-03-07 16:07:42,046 INFO    Thread-92 (_run_job):26212 [wandb_setup.py:_flush():67] Loading settings from C:\Users\Rajat\.config\wandb\settings
2025-03-07 16:07:42,046 INFO    Thread-92 (_run_job):26212 [wandb_setup.py:_flush():67] Loading settings from d:\IIT Madras\SEM 2\Deep Learning\Assignment-1-DL\wandb\settings
2025-03-07 16:07:42,046 INFO    Thread-92 (_run_job):26212 [wandb_setup.py:_flush():67] Loading settings from environment variables
2025-03-07 16:07:42,046 INFO    Thread-92 (_run_job):26212 [wandb_init.py:setup_run_log_directory():647] Logging user logs to d:\IIT Madras\SEM 2\Deep Learning\Assignment-1-DL\wandb\run-20250307_160742-9img5plp\logs\debug.log
2025-03-07 16:07:42,046 INFO    Thread-92 (_run_job):26212 [wandb_init.py:setup_run_log_directory():648] Logging internal logs to d:\IIT Madras\SEM 2\Deep Learning\Assignment-1-DL\wandb\run-20250307_160742-9img5plp\logs\debug-internal.log
2025-03-07 16:07:42,046 INFO    Thread-92 (_run_job):26212 [wandb_init.py:monkeypatch_ipython():599] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x0000019136A71E10>
2025-03-07 16:07:42,047 INFO    Thread-92 (_run_job):26212 [wandb_init.py:init():761] calling init triggers
2025-03-07 16:07:42,047 INFO    Thread-92 (_run_job):26212 [wandb_init.py:init():766] wandb.init called with sweep_config: {'activation': 'tanh', 'batch_size': 16, 'epochs': 5, 'hidden_layers': 4, 'hidden_size': 32, 'learning_rate': 0.001, 'optimizer': 'nadam', 'weight_decay': 0, 'weight_init': 'xavier'}
config: {'_wandb': {}}
2025-03-07 16:07:42,047 INFO    Thread-92 (_run_job):26212 [wandb_init.py:init():784] starting backend
2025-03-07 16:07:42,047 INFO    Thread-92 (_run_job):26212 [wandb_init.py:init():788] sending inform_init request
2025-03-07 16:07:42,049 INFO    Thread-92 (_run_job):26212 [backend.py:_multiprocessing_setup():97] multiprocessing start_methods=spawn, using: spawn
2025-03-07 16:07:42,050 INFO    Thread-92 (_run_job):26212 [wandb_init.py:init():803] backend started and connected
2025-03-07 16:07:42,051 INFO    Thread-92 (_run_job):26212 [wandb_run.py:_config_callback():1261] config_cb None None {'activation': 'tanh', 'batch_size': 16, 'epochs': 5, 'hidden_layers': 4, 'hidden_size': 32, 'learning_rate': 0.001, 'optimizer': 'nadam', 'weight_decay': 0, 'weight_init': 'xavier'}
2025-03-07 16:07:42,052 INFO    Thread-92 (_run_job):26212 [wandb_run.py:_label_probe_notebook():1204] probe notebook
2025-03-07 16:07:42,067 INFO    Thread-92 (_run_job):26212 [wandb_run.py:_label_probe_notebook():1214] Unable to probe notebook: 'charmap' codec can't decode byte 0x81 in position 23015: character maps to <undefined>
2025-03-07 16:07:42,067 INFO    Thread-92 (_run_job):26212 [wandb_init.py:init():896] updated telemetry
2025-03-07 16:07:42,127 INFO    Thread-92 (_run_job):26212 [wandb_init.py:init():920] communicating run to backend with 90.0 second timeout
2025-03-07 16:07:43,130 INFO    Thread-92 (_run_job):26212 [wandb_init.py:init():995] starting run threads in backend
2025-03-07 16:07:43,471 INFO    Thread-92 (_run_job):26212 [wandb_run.py:_console_start():2377] atexit reg
2025-03-07 16:07:43,471 INFO    Thread-92 (_run_job):26212 [wandb_run.py:_redirect():2227] redirect: wrap_raw
2025-03-07 16:07:43,471 INFO    Thread-92 (_run_job):26212 [wandb_run.py:_redirect():2292] Wrapping output streams.
2025-03-07 16:07:43,471 INFO    Thread-92 (_run_job):26212 [wandb_run.py:_redirect():2317] Redirects installed.
2025-03-07 16:07:43,472 INFO    Thread-92 (_run_job):26212 [wandb_init.py:init():1037] run started, returning control to user process
2025-03-07 16:07:55,060 INFO    Thread-92 (_run_job):26212 [wandb_run.py:_finish():2112] finishing run da24m014-iit-madras/DLA1/9img5plp
2025-03-07 16:07:55,062 INFO    Thread-92 (_run_job):26212 [jupyter.py:save_history():458] not saving jupyter history
2025-03-07 16:07:55,062 INFO    Thread-92 (_run_job):26212 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-03-07 16:07:55,062 INFO    Thread-92 (_run_job):26212 [wandb_init.py:_jupyter_teardown():581] cleaning up jupyter logic
2025-03-07 16:07:55,062 INFO    Thread-92 (_run_job):26212 [wandb_run.py:_atexit_cleanup():2342] got exitcode: 0
2025-03-07 16:07:55,062 INFO    Thread-92 (_run_job):26212 [wandb_run.py:_restore():2324] restore
2025-03-07 16:07:55,062 INFO    Thread-92 (_run_job):26212 [wandb_run.py:_restore():2330] restore done
2025-03-07 16:07:57,313 INFO    MsgRouterThr:26212 [mailbox.py:close():115] Closing mailbox, abandoning 1 handles.
2025-03-07 16:07:57,313 INFO    Thread-92 (_run_job):26212 [wandb_run.py:_footer_history_summary_info():3958] rendering history
2025-03-07 16:07:57,314 INFO    Thread-92 (_run_job):26212 [wandb_run.py:_footer_history_summary_info():3990] rendering summary
2025-03-07 16:07:57,316 INFO    Thread-92 (_run_job):26212 [wandb_run.py:_footer_sync_info():3919] logging synced files
